# 由 qingjian-gloss-gen 生成（LLM）。词	[词性. ]译词|假名	[词性. ]译词|假名
㑇	n. 㑇
一字偕华星	phr. 一字華星と偕にする|いちじかせいとともにする
一字刺尾鲷	n. イチジニザ|いちじにざ
一字千金	phr. 一字千金|いちじせんきん
一字千钧	phr. 一字千鈞|いちじせんきん
一字吊	n. 一字吊|いちじづり
一字显脉叶蝉	n. イチジョウヨコバイ|いちじょうよこばい
一字桥	n. 一字橋|いちじばし
一字波纹吊	n. イチジニザ|いちじにざ
一字纹稻苞虫	n. イチモンジセセリ|いちもんじせせり
一字至七字诗	n. 一字から七字までの詩|いちじからしちじまでのし
一字长蛇阵	n. 一字長蛇の陣|いちじちょうだのじん
一季	n. 一季|いっき
一季度	n. 四半期|しはんき
一学期	n. 一学期|いちがっき
一宗	m. 一件|いっけん
一官半职	phr. 一官半職|いっかんはんしょく
一定	adv. 必ず|かならず
一定一定	phr. 必ず|かならず
一定不	phr. 絶対に〜ない|ぜったいに〜ない
一定不会	phr. 絶対にしない|ぜったいにしない
一定不是	phr. きっと〜ではない|きっと〜ではない
一定不要	phr. 絶対に〜しない|ぜったいに〜しない
一定之规	phr. 一定の規則|いっていのきそく
一定会	phr. 必ず〜する|かならず〜する
一定可以	phr. きっとできる|きっとできる
一定在	phr. 必ずいる|かならず いる
一定数量	phr. 一定量|いっていりょう
一定是	phr. きっと〜だ|きっと〜だ
一定是你	phr. きっとあなた|きっとあなた
一定有	phr. きっとある|きっとある
一定程度	n. 一定程度|ていていど
一定能	phr. 必ずできる|かならずできる
一定要	phr. 必ず|かならず	phr. ぜひ|ぜひ
一定要把	phr. 必ず|かならず
一定要看	phr. 必見|ひっけん
一审	n. 第一審|だいいっしん
一审判决	n. 一審判決|いっしんはんけつ
一审判决书	n. 一審判決書|いっしんはんけつしょ
一审法院	n. 第一審裁判所|だいいっしんさいばんしょ
一审终结	n. 一審終結|いっしんしゅうけつ
一审裁定	n. 一審裁定|いっしんさいてい
一宵冷雨葬名花	phr. 一宵の冷雨が名花を葬る|ひとよのれいうがめいかをほうむる
一家	n. 一家|いっか
一家一户	phr. 一家一戸|いっかいっこ
一家三口	phr. 一家三人|いっかさんにん
一家之言	phr. 一家言|いっかげん
一家二十口	phr. 一家二十口|いっかにじゅうくち
一家人	n. 家族|かぞく
一家四口	phr. 一家四口|いっかよんこう
一家子	n. 一家|いっか
一家老小	phr. 一家全員|いっかぜんいん
一宿	n. 一晩|ひとばん
一寸	n. 一寸|いっすん
一寸光阴一寸金	phr. 一寸の光陰は一寸の金|いっすんのこういんはいっすんのきん
一寸相思一寸灰	phr. 一寸の思いは一寸の灰|いっすんのおもいはいっすんのはい
一寸荒田牛得耕	phr. 一寸の荒田も牛が耕す|いっすんのこうでんもうしがたがやす
一对	m. 一対|いっつい
一对一	phr. 一対一|いちたいいち
一对一联系	n. 一対一の連絡|いちたいいちのれんらく
一对多	n. 一対多|いちたいた
一对多业务	n. 一対多ビジネス|いちついたビジネス
一封	m. 一通|いつう
一封信	n. 一通の手紙|いつつうのてがみ
一射两虎穿	phr. 一射両虎を貫く|いっしゃりょうこをつらぬく
一尊	m. 一体|いったい
一尊还酹江月	phr. 一盃を江月に酹す|いっぱいをこうげつにそそぐ
一小	phr. 少し|すこし
一小块	phr. 小さな一片|ちいさないっぺん
一小撮	m. 一握り|ひとにぎり
一小时	n. 一時間|いちじかん
一小段	phr. 一小節|いっしょうせつ
一小部分	n. 一部|いちぶ
一尘不染	phr. 清らかだ|きよらかだ
一局	n. 一局|いっきょく
一层	m. 一階|いっかい
一届	m. 一期間|いっきかん
一屋	n. 一室|いっしつ
一展身手	phr. 腕前を発揮する|うでまえをはっきする
一山	n. 一山|ひとやま
一山飞峙大江边	phr. 一山が大江のほとりにそびえる|いちざんがたいこうのほとりにそびえる
一岁	n. 一歳|いっさい
一岁一枯荣	phr. 一年ごとに枯れ栄える|いちねんごとにかれさかえる
一川碎石大如斗	phr. 川の石は斗の如く大なり|かわのいしはとのごとくだいなり
一州笑我为狂客	phr. 一州我を笑いて狂客と為す|いっしゅうわれをわらってきょうかくとなす
一差二错	phr. ちょっとした間違い|ちょっとしたまちがい
一己	pron. 自分|じぶん
一己之私	phr. 私利私欲|しりしよく
一己之见	phr. 一己の見解|いっこのけんかい
一巴掌	n. 平手打ち|ひらてうち
一帆风顺	phr. 順風満帆|じゅんぷうまんぱん
一带	n. 一帯|いったい
一带一路	n. 一帯一路|いちたいいちろ
一带中脊沫蝉	n. 一帯中脊沫蝉|いったいちゅうせきまつぜみ
一带拟沫蝉	n. 帯状アワフキムシ|おびじょうあわふきむし
一席	n. 一席|いっせき
一席之地	phr. 一席の地|いっせきのち
一席话	phr. 一席の話|いっせきのはなし
一席谈	n. 一席談|いっせきだん
一帮	m. 一団|いちだん
一帮人	phr. 一団の人々|いちだんのひとびと
一幅	m. 一枚|いちまい
一幅画	phr. 一枚の絵|いちまいのえ
一幕	n. 一幕|ひとまく
一幢	m. 一棟|いっとう
一干	phr. 一連の|いちれんの
一干二净	phr. すっかりきれいに|すっかりきれいに
一平	n. 一平|いっぺい
一年	n. 一年|いちねん
一年一年老去	phr. 年々老いていく|ねんねんおいていく
一年一度	phr. 年に一度|ねんにいちど
一年一度秋风劲	phr. 一年一度の秋風が強い|いちねんいちどのあきかぜがつよい
一年一次	phr. 年に一度|ねんにいちど
一年三百六十日	phr. 一年三百六十日|いちねんさんびゃくろくじゅうにち
一年之计在于春	phr. 一年の計は元旦にあり|いちねんのけいはがんたんにあり
一年了	phr. 一年経った|いちねんたった
一年内	phr. 一年以内に|いちねんいないに
一年到头	phr. 一年中|いちねんじゅう
一年前	n. 一年前|いちねんまえ
一年十二月	phr. 一年十二ヶ月|いちねんじゅうにかげつ
一年半	n. 一年半|いちねんはん
一年半载	phr. 一年半載|いちねんはんさい
一年后	n. 一年後|いちねんご
一年四季	phr. 一年中|いちねんじゅう
一年多	phr. 一年余り|いちねんあまり
一年多了	phr. 一年以上|いちねんいじょう
一年好景君须记	phr. 一年の好景君須く記すべし|いちねんのこうけいきみすべからくしるすべし
一年居梓州	phr. 一年梓州に居た|いちねんししゅうにいた
一年强半在城中	phr. 一年強半城中に在り|いちねんきょうはんじょうちゅうにあり
一年时间	phr. 一年間|いちねんかん
一年明月今宵多	phr. 一年明月今宵多し|いちねんめいげつこよいおおし
一年春好处	phr. 一年の春の良いところ|いちねんのはるのよいところ
一年期	n. 一年間|いちねんかん
一年生	n. 一年生|いちねんせい
一年生植物	n. 一年生植物|いちねんせいしょくぶつ
一年级	n. 一年生|いちねんせい
一年级生	n. 一年生|いちねんせい
一年颜状镜中来	phr. 一年顔状鏡中より来たる|いちねんがんじょうきょうちゅうよりきたる
一并	adv. 一緒に|いっしょに
一床	m. 一床|いっしょう
一应	n. 一切|いっさい
一应俱全	phr. 何でも揃っている|なんでもそろっている
一度	adv. 一度|いちど
一度欲离别	phr. 一度別れようとした|いちどわかれようとした
一座	m. 一軒|いっけん
一座古	phr. 一つの古い|ひとつのふるい
一座城	phr. 一つの都市|ひとつのとし
一建	n. 一建|いっけん
一建家属院	n. 一建家族院|いっけんかぞくいん
一开	v. 開けると|あけると
一开口	phr. 口を開くと|くちをひらくと
一开始	phr. 最初に|さいしょに
一张	m. 一枚|いちまい
一张一弛	phr. 張ったり弛めたり|はったりゆるめたり
一张嘴	phr. 口を開く|くちをひらく
一张图	phr. 一枚の絵|いちまいのえ
一张床	phr. ベッド一台|ベッドいちだい
一张照片	phr. 一枚の写真|いちまいのしゃしん
一张纸	n. 一枚の紙|いちまいのかみ
一弦一柱思华年	phr. 一弦一柱華年を思う|いちげんいっちゅうかねんをおもう
一弹指顷去来今	phr. 一弾指頃去来今|いちだんしきょうこらいこん
一役	n. 一役|いちやく
一往情深	phr. 一往情深|いちおうじょうしん
一往情深深几许	phr. 一往情深きこと幾許ぞ|いちおうじょうふかきこといくばくぞ
一往无前	adj. 一往邁進|いちおうまいしん
一往直前	phr. まっすぐ進む|まっすぐすすむ
一往而深	phr. 一往にして深し|いちおうにしてふかし
一径	adv. まっすぐ|まっすぐ
一律	adv. 一律に|いちりつに
一律予以没收	phr. 一律没収する|いちりつぼっしゅうする
一得之见	phr. 一得の見|いっとくのけん
一德	n. 一徳|いっとく
一德东	n. 一徳東|いっとくひがし
一德西	n. 一徳西|いっとくにし
一德路	n. 一徳路|いっとくろ
一心	adv. 一心に|いっしんに
一心一德	phr. 一心一徳|いっしんいっとく
一心一意	phr. 一心不乱|いっしんふらん
一心愁谢如枯兰	phr. 一心愁謝枯蘭の如し|いっしんしゅうしゃこれんのごとし
一念之差	phr. 一念の差|いちねんのさ
一怔	v. はっとする|はっとする
一总	adv. 全部で|ぜんぶで
一息尚存	phr. 一息ある限り|ひといきあるかぎり
一悟得所遣	phr. 一悟りて遣る所を得|いちさとりてやるところをう
一悲一喜	phr. 一悲一喜|いちひいっき
一想	v. 考えると|かんがえると
一想到	phr. 思うと|おもうと
一意孤行	phr. 独断専行する|どくだんせんこうする
一愣	v. 呆然とする|ぼうぜんと する
一愿郎君千岁	phr. 願わくは郎君千歳|ねがわくはろうくんせんざい
一成	n. 一割|いちわり
一成不变	phr. 不変|ふへん
一战	n. 第一次世界大戦|だいいちじせかいたいせん
一截	m. 一節|ひとかたまり	m. 一切れ|ひときれ
一截还东国	phr. 一截還東国|いっせつかんとうごく
一户	n. 一軒|いっけん
一所	m. 一軒|いっけん
一扇	m. 一枚|いちまい
一手	n. 一手|いって
一手一脚	phr. 一手一足|いってのいっそく
一手包办	v. 一手に引き受ける|いってにひきうける
一手包揽	phr. 一手に引き受ける|いってにひきうける
一手遮天	phr. 一手に天を遮る|いってにてんをさえぎる
一打	m. ダース|ダース
一打开	phr. 開けるとすぐ|あけるとすぐ
一扫而光	phr. 一掃する|いっそうする
一扫而空	phr. 一掃する|いっそうする
一批	m. 一団|いちだん
一技之长	phr. 一芸|いちげい
一把	m. 一握り|ひとにぎり
一把刀	phr. 一振りの刀|ひとふりのかたな
一把好手	phr. 達人|たつじん
一把年纪	phr. いい年をして|いいとしをして
一把手	n. トップ|トップ
一把抓	phr. 一手に引き受ける|ひとてにひきうける
一把枪	n. 一丁の銃|いっちょうのじゅう
一把鼻涕	n. 一掴みの鼻水|ひとつかみのはなみず
一抓	v. 掴む|つかむ
一抔黄土	phr. 一握りの土|ひとにぎりのつち
一抖	v. 震える|ふるえる
一报还一报	phr. しっぺ返し|しっぺがえし
一抹	m. 一抹|いちまつ
一拍	n. 一拍|いちはく
一拍即合	phr. 意気投合する|いきとうごうする
一拔何亏大圣毛	phr. 一抜何ぞ大聖の毛を虧かん|いちばつなんぞたいせいのけをそこなわん
一招	n. 一手|いって
一拜	v. 一礼する|いちれいする
一拥而上	phr. 殺到する|さっとうする
一拥而入	phr. どっと押し入る|どっとおしいる
一拳	n. 一発|いっぱつ
一挥而就	phr. 一揮して成る|いっきしてなる
一捏酥	n. 一捏酥|いちねつそ
一捻金胶囊	n. 一捻金カプセル|いちねんきんカプセル
一掌雪	n. 掌の雪|てのひらのゆき
一排	n. 一列|いちれつ
一掷千金	phr. 大金を投じる|たいきんをとうじる
一掷百万	phr. 一擲百万|いってきひゃくまん
一提	v. 言及する|げんきゅうする
一揽子	adj. 一括|いっかつ
一搏	v. 一攫千金を狙う|いっかくせんきんをねらう
一搜	v. 検索する|けんさくする
一摘使瓜好	phr. 一つ摘めば瓜が良くなる|ひとつつめばうりがよくなる
一摸	v. 触る|さわる
一支	m. 一本|いっぽん
一支黑玫瑰	phr. 一本の黒いバラ|いっぽんのくろいバラ
一改	v. 一変する|いっぺんする
一整	adj. 丸ごと|まるごと
一整个	adj. 丸ごと|まるごと
一整夜	n. 一晩中|ひとばんじゅう
一整天	n. 一日中|いちにちじゅう
一整套	n. 一式|いっしき
一文	n. 一文|いちもん
一文不值	phr. 一文の値打ちもない|いちもんのねうちもない
一文不名	phr. 一文無し|いちもんなし
一文钱难倒英雄汉	phr. 一文銭が英雄を倒す|いちもんせんがえいゆうをたおす
一斑	n. 一斑|いっぱん
一斗合自然	phr. 一斗自然に合う|いっとしぜんにあう
一斗泉乡	n. 一斗泉郷|いっとせんきょう
一斛荐槟榔	phr. 一斛の檳榔を捧げる|いっこくのびんろうをささげる
一斤	phr. 一斤|いっきん
一新	v. 一新する|いっしんする
一方	n. 一方|いっぽう
一方面	conj. 一方|いっぽう
一方黑照三方紫	phr. 一方黒く三方紫なり|いっぽうくろくさんぽうむらさきなり
一旁	n. 傍ら|かたわら
一族	n. 一族|いちぞく
一无可取	phr. 取るに足らない|とるにたらない
一无所得	phr. 何も得ない|なにもえない
一无所成	phr. 何も成し遂げない|なにもなしとげない
一无所有	phr. 何も持っていない|なにももっていない
一无所求	phr. 何も求めない|なにももとめない
一无所知	phr. 何も知らない|なにもしらない
